latency_ms,packet_loss_pct,availability_pct,energy_usage_pct,resource_utilization_pct,network_health_score,overall_health_index,health_category
17.69,3.31,98.5,65.87,27.82,61.86,43.45,Warning
48.8,2.51,95.64,89.23,45.02,38.28,52.63,Warning
39.14,4.64,91.64,71.74,21.73,28.34,46.059000000000005,Warning
19.87,3.22,93.83,40.18,32.23,53.99,40.33,Warning
31.57,1.71,98.73,44.16,43.52,63.37,45.214,Warning
50.73,0.87,98.05,49.44,93.36,51.68,54.102000000000004,Warning
48.52,1.45,95.77,43.26,34.65,49.14,46.661,Warning
49.63,0.78,90.8,31.24,77.93,40.88,48.317,Warning
52.31,3.21,96.4,73.02,49.61,35.59,52.608,Warning
39.57,0.32,98.78,62.86,22.77,64.82,46.207,Warning
29.69,3.37,90.42,44.33,73.91,38.05,45.899,Warning
37.59,1.72,92.55,20.22,81.56,47.87,45.977,Warning
8.84,2.89,91.48,22.82,40.05,58.95,36.36600000000001,Critical
8.88,4.6,93.99,36.47,23.03,54.84,37.303,Critical
17.84,3.9,91.9,53.08,73.62,44.62,44.978,Warning
51.05,2.67,96.29,56.22,82.15,38.84,53.73500000000001,Warning
15.48,0.82,93.27,46.4,77.88,64.63,43.75099999999999,Warning
58.2,3.73,93.83,91.91,45.74,22.64,54.673,Warning
26.36,3.31,94.16,80.04,38.04,46.05,46.321,Warning
28.34,2.09,90.63,75.95,66.35,42.9,47.71399999999999,Warning
54.18,3.39,95.61,62.3,50.75,32.99,51.84100000000001,Warning
6.96,0.67,98.84,28.44,74.4,83.6,41.528999999999996,Warning
57.38,2.34,95.56,94.74,25.56,34.22,52.876000000000005,Warning
7.96,4.69,99.63,66.1,60.9,61.39,45.587999999999994,Warning
29.8,1.48,97.16,23.94,25.04,65.38,40.449999999999996,Warning
44.26,4.83,94.66,35.78,62.71,31.91,48.548,Warning
17.55,2.24,94.12,62.86,32.63,58.6,41.967,Warning
51.71,1.93,98.26,80.93,72.2,44.13,55.712,Warning
21.08,1.9,91.59,73.4,22.41,52.54,41.844,Warning
27.07,3.59,96.11,75.64,31.86,48.9,46.074,Warning
5.55,0.79,91.21,52.73,86.81,65.54,42.664,Warning
24.27,4.37,92.04,70.67,85.26,36.37,49.370000000000005,Warning
21.07,4.59,99.09,86.2,99.57,49.0,53.895,Warning
5.93,1.8,91.34,33.64,28.9,65.32,35.382,Critical
44.28,1.75,92.16,94.95,50.98,36.93,51.622,Warning
14.13,2.9,99.73,21.25,61.34,71.27,41.874,Warning
10.64,0.41,91.6,59.29,30.23,67.32,38.683,Critical
46.86,3.23,97.21,93.98,86.64,36.42,57.566,Warning
59.6,0.5,98.48,34.68,37.44,53.35,48.82600000000001,Warning
47.49,1.95,91.57,25.34,66.01,39.08,46.689,Warning
39.1,1.62,96.32,67.06,40.69,52.34,47.977000000000004,Warning
30.81,3.45,98.69,23.08,42.91,57.2,43.403,Warning
26.51,3.4,95.05,72.4,79.33,45.97,50.01,Warning
44.38,2.72,98.26,82.5,22.89,46.88,49.709,Warning
45.36,0.26,90.84,77.55,97.5,40.53,53.907000000000004,Warning
19.26,4.58,93.76,70.07,89.72,41.58,49.333,Warning
18.26,3.15,90.14,67.27,37.3,45.0,42.096,Warning
16.81,3.11,97.65,44.19,62.29,62.11,44.238,Warning
21.17,1.63,90.72,80.32,67.09,49.19,46.68000000000001,Warning
17.19,4.71,92.69,49.52,47.2,44.21,42.33,Warning
39.39,4.7,92.87,20.32,32.26,34.97,42.407,Warning
38.81,0.81,92.46,80.18,69.2,46.07,50.681,Warning
52.31,4.37,99.76,60.32,65.27,36.99,54.260000000000005,Warning
37.93,0.09,96.97,38.32,78.88,62.93,48.424,Warning
9.42,0.21,98.31,27.45,71.84,83.57,41.369,Warning
47.11,0.8,97.48,21.63,57.45,57.66,46.81399999999999,Warning
15.39,4.44,93.0,81.02,84.12,42.26,48.824000000000005,Warning
34.6,1.31,92.01,35.38,68.42,49.75,45.29600000000001,Warning
47.8,3.03,92.47,57.49,54.13,32.67,49.372,Warning
29.34,2.25,96.71,26.5,80.75,57.89,46.281,Warning
41.82,3.32,90.1,75.13,35.87,29.18,47.489999999999995,Warning
43.52,1.93,98.48,87.82,57.08,49.54,53.31699999999999,Warning
5.2,2.03,95.09,30.84,24.76,72.6,35.736000000000004,Critical
52.54,0.73,96.21,84.65,78.66,44.86,55.921,Warning
37.44,4.03,98.71,82.34,47.34,44.21,51.278,Warning
12.54,4.9,92.74,63.33,90.52,42.61,47.184999999999995,Warning
10.38,4.35,93.71,62.62,36.87,51.36,41.443,Warning
22.13,2.18,96.83,56.24,78.01,59.93,47.554,Warning
14.77,1.19,99.78,40.38,99.13,75.77,47.196,Warning
37.03,4.0,94.14,78.94,50.02,35.67,49.744,Warning
18.35,3.68,92.06,81.54,76.66,42.7,48.212,Warning
42.13,3.14,97.04,90.56,47.45,41.7,52.281,Warning
35.39,0.12,97.6,42.99,42.32,66.94,44.925,Warning
44.86,2.01,96.16,41.21,83.03,47.08,50.84700000000001,Warning
7.59,2.44,94.83,35.91,31.92,67.73,37.482,Critical
25.02,1.51,97.31,53.66,43.91,64.47,44.407,Warning
36.87,4.49,96.66,50.19,44.85,41.52,47.22299999999999,Warning
38.19,1.74,99.82,76.11,99.08,55.45,55.625,Warning
57.9,1.68,99.57,89.74,48.34,44.59,55.763000000000005,Warning
44.66,4.6,92.09,90.39,26.1,24.03,49.588,Warning
26.73,4.64,94.75,32.56,58.19,44.11,44.238,Warning
27.08,4.3,92.71,34.12,95.69,39.49,47.5,Warning
21.64,0.81,94.11,52.41,22.0,64.84,40.245000000000005,Warning
30.47,1.69,91.41,91.46,44.33,44.75,47.603,Warning
58.07,2.01,97.36,65.17,75.62,39.52,55.504000000000005,Warning
38.8,1.46,91.41,52.31,23.93,45.81,43.245,Warning
56.61,0.01,97.72,66.17,24.52,53.56,49.709999999999994,Warning
37.03,0.29,93.3,78.92,93.91,50.34,52.766,Warning
58.55,2.7,92.74,79.59,31.2,27.31,51.421,Warning
16.62,1.21,97.45,51.83,27.41,72.32,40.846,Warning
24.37,2.26,90.39,55.8,53.09,46.62,43.55800000000001,Warning
14.03,4.04,91.92,56.4,72.45,45.97,44.479,Warning
43.15,4.59,96.49,70.39,89.8,32.58,54.973,Warning
10.16,4.11,94.67,48.99,74.3,54.09,43.995,Warning
56.71,2.99,98.65,57.99,92.69,37.89,56.902,Warning
59.0,4.33,95.5,91.55,98.05,19.93,60.708999999999996,Warning
47.08,1.47,94.32,79.86,65.06,41.8,52.644999999999996,Warning
40.25,1.22,97.74,21.08,45.17,60.83,44.363,Warning
13.83,1.52,94.83,81.58,21.75,64.52,42.004,Warning
7.42,4.92,97.17,26.96,32.31,60.99,38.038,Critical
6.82,2.35,92.84,32.31,32.54,65.01,36.406,Critical
33.54,4.57,96.2,27.9,41.35,44.57,43.864,Warning
19.18,3.56,90.02,69.37,79.83,39.81,46.83,Warning
31.13,0.7,94.11,31.49,86.77,58.58,46.495,Warning
56.76,0.86,96.56,84.62,26.07,44.97,51.647000000000006,Warning
19.53,2.3,94.03,80.76,37.17,54.87,44.598,Warning
47.29,2.9,97.52,38.6,28.97,46.83,46.340999999999994,Warning
53.48,2.7,91.14,72.0,64.81,26.24,52.529,Warning
35.58,0.81,97.65,46.35,32.97,63.6,44.586,Warning
23.72,1.55,95.47,32.74,64.19,62.47,43.54299999999999,Warning
37.0,4.04,94.03,37.57,82.38,37.79,48.815999999999995,Warning
13.54,0.25,93.19,88.04,23.53,67.04,41.897,Warning
9.73,3.53,97.29,87.89,84.18,58.08,49.399,Warning
19.21,1.39,97.64,76.23,99.88,64.2,51.162000000000006,Warning
25.94,0.83,96.14,77.07,21.79,63.75,44.165,Warning
24.38,1.31,90.46,84.96,64.99,48.0,47.402,Warning
39.04,4.45,99.17,36.86,23.18,47.8,44.897999999999996,Warning
5.04,1.87,93.14,38.42,64.85,66.81,39.838,Critical
43.37,1.38,92.87,41.24,57.12,45.84,46.785,Warning
51.86,2.97,99.0,56.12,25.95,45.09,49.17,Warning
29.83,4.93,92.77,52.45,54.17,35.04,45.938,Warning
29.33,4.12,93.3,68.97,75.81,37.72,49.57,Warning
35.6,4.53,96.56,93.6,29.47,38.28,49.754000000000005,Warning
10.66,1.34,97.79,21.35,49.01,77.9,38.907,Critical
5.88,1.8,91.57,65.54,56.25,61.24,41.366,Warning
8.24,0.2,98.78,40.46,56.75,84.72,41.063,Warning
49.47,4.57,98.56,86.12,50.96,33.42,54.541,Warning
29.41,2.41,91.1,53.55,24.83,45.91,41.773,Warning
30.81,1.2,93.71,86.29,20.5,53.25,45.31399999999999,Warning
35.93,2.68,94.6,44.49,82.34,45.67,49.053,Warning
39.35,2.6,99.71,78.05,74.28,51.31,53.79599999999999,Warning
9.74,1.69,94.28,56.6,78.28,64.72,44.227000000000004,Warning
6.09,4.97,95.24,71.24,49.45,52.39,43.35,Warning
46.07,3.72,93.3,92.65,92.69,26.45,56.854,Warning
15.12,2.18,97.61,75.31,95.35,62.95,50.027,Warning
49.67,3.21,90.03,29.08,64.69,28.06,47.283,Warning
57.95,4.35,92.65,60.38,74.7,19.03,54.19800000000001,Warning
40.11,4.86,98.29,93.96,30.62,37.28,51.425,Warning
46.37,3.09,99.22,49.13,52.56,47.63,50.135999999999996,Warning
52.31,4.01,97.09,52.99,43.35,35.29,50.426,Warning
16.12,1.48,98.9,41.21,99.76,71.65,47.435,Warning
43.02,0.76,92.59,29.84,24.76,51.37,42.069,Warning
46.78,1.74,90.79,70.7,33.78,36.04,47.563,Warning
57.05,0.79,90.96,45.02,38.34,37.31,47.271,Warning
40.9,1.51,98.77,60.21,69.82,55.96,51.266999999999996,Warning
7.28,3.02,96.52,54.26,62.01,65.05,42.945,Warning
22.86,4.05,93.45,67.93,94.96,41.38,50.111000000000004,Warning
17.27,1.44,97.53,57.54,32.84,70.1,42.183,Warning
31.2,3.3,97.24,75.16,30.69,50.2,46.987,Warning
16.32,0.07,99.65,47.27,95.67,79.67,47.474,Warning
56.27,2.93,91.08,75.68,60.93,23.16,53.11800000000001,Warning
20.95,3.32,96.25,67.3,87.72,52.19,49.562999999999995,Warning
21.32,1.28,95.17,86.66,60.36,59.46,47.900999999999996,Warning
13.06,2.27,99.85,69.35,95.26,68.83,49.709,Warning
17.27,2.72,94.12,70.14,59.86,54.25,45.506,Warning
50.98,4.87,96.1,46.01,91.48,28.08,54.236,Warning
56.28,1.87,93.81,22.8,45.41,39.97,46.781,Warning
7.85,0.51,97.65,37.96,86.94,79.91,43.508,Warning
26.17,4.51,93.26,85.75,55.33,36.93,48.67300000000001,Warning
54.65,3.53,93.69,72.82,85.23,25.41,55.901,Warning
14.35,1.52,98.42,61.71,69.17,70.97,45.94,Warning
15.93,1.34,94.65,59.19,22.18,66.0,40.120000000000005,Warning
59.69,1.85,99.8,30.21,99.32,46.54,55.386,Warning
10.89,2.16,90.61,81.11,83.17,51.61,46.437000000000005,Warning
48.86,3.66,93.18,21.82,96.47,31.75,50.653,Warning
54.37,2.81,99.13,29.09,60.88,45.61,50.452999999999996,Warning
42.55,0.51,90.54,46.04,20.14,47.39,42.443000000000005,Warning
36.85,1.6,91.22,91.36,74.82,39.45,51.834,Warning
23.49,0.05,90.04,26.33,60.19,60.08,40.377,Warning
44.81,1.02,94.18,59.24,90.76,45.92,52.522000000000006,Warning
